subject_id,session_id,domain,position,word,language_type,rt_ms,x,y
92821,7fxWA2O6NjFEe7m2ElN6,colours,11,naarangi,Hindi/Hinglish,9351.2,0.3357111780597235,0.2480407926059388
92821,7fxWA2O6NjFEe7m2ElN6,colours,12,rajat,Hindi/Hinglish,5870.6,0.5749483182562798,0.12069465650277708
92821,7fxWA2O6NjFEe7m2ElN6,colours,13,swarna,Hindi/Hinglish,3338.0,0.5752902244453999,0.07118322358482292
92821,7fxWA2O6NjFEe7m2ElN6,colours,14,kaansya,Hindi/Hinglish,2205.1,0.5800639755127591,0.17064141368632224
92821,7fxWA2O6NjFEe7m2ElN6,colours,15,bhoora,Hindi/Hinglish,6980.4,0.2123629778475722,0.16870642921333182
73233,7qcl9kAGwA6XevJ63fN5,foods,1,roti,Hindi/Hinglish,25265.9,0.1692624231467548,0.47888003861935796
73233,7qcl9kAGwA6XevJ63fN5,foods,2,chaval,Hindi/Hinglish,1631.4,0.266526310311813,0.3668839005551533
73233,7qcl9kAGwA6XevJ63fN5,foods,3,sabzi,Hindi/Hinglish,5895.0,0.5336336564185924,0.46536326333574707
73233,7qcl9kAGwA6XevJ63fN5,foods,4,gajar,Hindi/Hinglish,1750.9,0.5921925245735061,0.4132271300989621
73233,7qcl9kAGwA6XevJ63fN5,foods,5,tamatar,Hindi/Hinglish,2646.2,0.5988046819383273,0.5503258508327299
73233,7qcl9kAGwA6XevJ63fN5,foods,6,bataka,Hindi/Hinglish,4367.4,0.49482491288105734,0.5387400434467777
73233,7qcl9kAGwA6XevJ63fN5,foods,7,paani,Hindi/Hinglish,2641.6,0.3026369917677222,0.6101858556601496
73233,7qcl9kAGwA6XevJ63fN5,foods,8,lassi,Hindi/Hinglish,3117.5,0.3217702327131216,0.5445329471397538
73233,7qcl9kAGwA6XevJ63fN5,foods,9,anaar,Hindi/Hinglish,5960.6,0.6475681618628095,0.6294955346367367
73233,7qcl9kAGwA6XevJ63fN5,foods,10,karela,Hindi/Hinglish,4892.6,0.4858330029655533,0.3977793869176925
